1,169.589996
2,168.539993
3,167.449997
4,165.789993
5,173.570007
6,173.5
7,171.770004
8,173.559998
9,173.75
10,172.570007
11,172.070007
12,172.070007
13,172.690002
14,175.050003
15,175.160004
16,174.199997
17,171.559998
18,171.839996
19,172.990005
20,175.429993
21,177.300003
22,177.25
23,180.089996
24,180.949997
25,179.580002
26,179.210007
27,177.820007
28,180.570007
29,180.960007
30,183.789993
31,183.309998
32,183.949997
33,186.009995
34,184.919998
35,185.009995
36,183.960007
37,187
38,186.679993
39,185.270004
40,188.059998
41,189.25
42,189.589996
43,193.970001
44,192.460007
45,191.330002
46,191.809998
47,190.679993
48,188.610001
49,188.080002
50,189.770004
51,190.539993
52,190.690002
53,193.990005
54,193.729996
55,195.100006
56,193.130005
57,191.940002
58,192.75
59,193.619995
60,194.5
61,193.220001
62,195.830002
63,196.449997
64,195.610001
65,192.580002
66,191.169998
67,181.990005
68,178.850006
69,179.800003
70,178.190002
71,177.970001
72,177.789993
73,179.460007
74,177.449997
75,176.570007
76,174
77,174.490005
78,175.839996
79,177.229996
80,181.119995
81,176.380005
82,178.610001
83,180.190002
84,184.119995
85,187.649994
86,187.869995
87,189.460007
88,189.699997
89,182.910004
90,177.559998
91,178.179993
92,179.360001
93,176.300003
94,174.210007
95,175.740005
96,175.009995
97,177.970001
98,179.070007
99,175.490005
100,173.929993
101,174.789993
102,176.080002
103,171.960007
104,170.429993
105,170.690002
106,171.210007
107,173.75
108,172.399994
109,173.660004
110,174.910004
111,177.490005
112,178.990005
113,178.389999
114,179.800003
115,180.710007
116,178.850006
117,178.720001
118,177.149994
119,175.839996
120,175.460007
121,172.880005
122,173
123,173.440002
124,171.100006
125,166.889999
126,168.220001
127,170.289993
128,170.770004
129,173.970001
130,177.570007
131,176.649994
132,179.229996
133,181.820007
134,182.889999
135,182.410004
136,186.399994
137,184.800003
138,187.440002
139,188.009995
140,189.710007
141,189.690002
142,191.449997
143,190.639999
144,191.309998
145,189.970001
146,189.789993
147,190.399994
148,189.369995
149,189.949997
150,191.240005
151,189.429993
152,193.419998
153,192.320007
154,194.270004
155,195.710007
156,193.179993
157,194.710007
158,197.960007
159,198.110001
160,197.570007
161,195.889999
162,196.940002
163,194.830002
164,194.679993
165,193.600006
166,193.050003
167,193.149994
168,193.580002
169,192.529999
170,185.639999
171,184.25
172,181.910004
173,181.179993
174,185.559998
175,185.139999
176,186.190002
177,185.589996
178,185.919998
179,183.630005
180,182.679993
181,188.630005
182,191.559998
183,193.889999
184,195.179993
185,194.5
186,194.169998
187,192.419998
188,191.729996
189,188.039993
190,184.399994
191,186.860001
192,185.850006
193,187.679993
194,189.300003
195,189.410004
196,188.320007
197,188.850006
198,187.149994
199,185.039993
200,184.149994
201,183.860001
202,182.309998
203,181.559998
204,182.320007
205,184.369995
206,182.520004
207,181.160004
208,182.630005
209,181.419998
210,180.75
211,179.660004
212,175.100006
213,170.119995
214,169.119995
215,169
216,170.729996
217,172.75
218,173.229996
219,171.130005
220,173
221,172.619995
222,173.720001
223,176.080002
224,178.669998
225,171.369995
226,172.279999
227,170.850006
228,169.710007
229,173.309998
230,171.479996
231,170.029999
232,168.839996
233,169.649994
234,168.820007
235,169.580002
236,168.449997
237,169.669998
238,167.779999
239,175.039993
240,176.550003
241,172.690002
242,169.380005
243,168
244,167.039993
245,165
246,165.839996
247,166.899994
248,169.020004
249,169.889999
250,169.300003
251,173.5
